geography_record_id,coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,coordinate_worldspace,coordinate_status,distance_scope,route_cluster,route_corridor,nearest_corridor_hub,nearest_corridor_hub_type,nearest_corridor_hub_distance,nearest_major_carriage_origin,nearest_major_carriage_origin_distance,nearest_ferry_terminal,nearest_ferry_terminal_distance,nearest_inn_or_rest,nearest_inn_or_rest_type,nearest_inn_or_rest_distance,nearest_candidate_base,nearest_candidate_base_type,nearest_candidate_base_distance,worldspace_access_model,transport_access_flags,cold_risk,barrier_flags,geography_confidence,citations,notes
GEOG-000274,COORD-000274,LOC-000269,OBJ-002226,Darkwater Crossing,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,47617,Windhelm Stables,62013,Windhelm ferry,71066,Braidwood Inn,inn,47617,Gallows Hall,ae_home,46343,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000275,COORD-000275,LOC-000270,OBJ-002227,Dawnstar,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,0,Solitude carriage origin,95763,Dawnstar ferry,0,Windpeak Inn,inn,0,Bloodchill Manor,ae_home,50888,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_adjacent,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000276,COORD-000276,LOC-000271,OBJ-002228,Dawnstar Sanctuary,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,7853,Solitude carriage origin,96769,Dawnstar ferry,7853,Windpeak Inn,inn,7853,Windstad Manor,hearthfire_homestead,56852,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_adjacent,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000277,COORD-000277,LOC-000272,OBJ-002229,Deep Folk Crossing,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,54389,Markarth Stables,52527,Icewater Jetty,65358,Silver-Blood Inn,inn,54389,Vlindrel Hall,city_home,54389,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000278,COORD-000278,LOC-000273,OBJ-002230,Dragon Bridge,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,0,Solitude carriage origin,43095,Solitude ferry,43095,Four Shields Tavern,inn,0,Proudspire Manor,city_home,43095,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000279,COORD-000279,LOC-000274,OBJ-002231,Dragonsreach,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,10368,Whiterun Stables,13839,Dawnstar ferry,106002,The Bannered Mare,inn,10368,Breezehome,city_home,10368,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000280,COORD-000280,LOC-000275,OBJ-002232,Dushnikh Yal,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,35547,Markarth Stables,39153,Icewater Jetty,145143,Old Hroldan Inn,inn,35547,Vlindrel Hall,city_home,39937,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000281,COORD-000281,LOC-000276,OBJ-002233,East Empire Company Warehouse,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,5948,Solitude carriage origin,5948,Solitude ferry,5948,The Winking Skeever,inn,5948,Proudspire Manor,city_home,5948,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_adjacent,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000282,COORD-000282,LOC-000277,OBJ-002234,Eastmarch Imperial Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,50589,Windhelm Stables,60176,Windhelm ferry,68204,Braidwood Inn,inn,50589,Nchuanthumz,ae_home,19541,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000283,COORD-000283,LOC-000278,OBJ-002235,Eldergleam Sanctuary,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,37068,Windhelm Stables,51155,Windhelm ferry,60032,Braidwood Inn,inn,37068,Gallows Hall,ae_home,35225,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000284,COORD-000284,LOC-000279,OBJ-002236,Falkreath,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,0,Whiterun Stables,89894,Solitude ferry,194050,Dead Man's Drink,inn,0,Lakeview Manor,hearthfire_homestead,26709,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000285,COORD-000285,LOC-000280,OBJ-002237,Falkreath Imperial Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,51292,Whiterun Stables,95553,Solitude ferry,156239,Dead Man's Drink,inn,51292,Hendraheim,ae_home,24931,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000286,COORD-000286,LOC-000281,OBJ-002238,Falkreath Stormcloak Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,riverwood_helgen_road,Riverwood,village,34932,Whiterun Stables,67724,Windhelm ferry,146132,Sleeping Giant Inn,inn,34932,Lakeview Manor,hearthfire_homestead,49477,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000287,COORD-000287,LOC-000282,OBJ-002239,Forebears' Holdout,discoverable_non_clearable,dawnguard,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,22498,Solitude carriage origin,41828,Solitude ferry,41828,Four Shields Tavern,inn,22498,Proudspire Manor,city_home,41828,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000288,COORD-000288,LOC-000283,OBJ-002240,Forgotten Vale,discoverable_non_clearable,dawnguard,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,58085,Markarth Stables,69191,Icewater Jetty,58085,Silver-Blood Inn,inn,70330,Dead Man's Dread,ae_home,41942,portal_or_quest_transition,major_carriage_origin_regional | ferry_terminal_regional,standard,quest_or_portal_transition,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: portal_or_quest_transition."
GEOG-000289,COORD-000289,LOC-000284,OBJ-002241,Fort Amol,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,47836,Windhelm Stables,60507,Windhelm ferry,67976,Vilemyr Inn,inn,47836,Gallows Hall,ae_home,34988,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000290,COORD-000290,LOC-000285,OBJ-002242,Fort Dawnguard,discoverable_non_clearable,dawnguard,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,dayspring_canyon,Fort Dawnguard,faction_hub,0,Riften Stables,50144,Windhelm ferry,168051,The Bee and Barb,inn,48048,Honeyside,city_home,48048,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,high_elevation_or_mountain,high_elevation_or_mountain,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000291,COORD-000291,LOC-000286,OBJ-002243,Fort Dunstad,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,44477,Whiterun Stables,73146,Dawnstar ferry,44477,Windpeak Inn,inn,44477,Heljarchen Hall,hearthfire_homestead,23215,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000292,COORD-000292,LOC-000287,OBJ-002244,Fort Greenwall,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,24795,Riften Stables,19209,Windhelm ferry,112920,The Bee and Barb,inn,24795,Honeyside,city_home,24795,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000293,COORD-000293,LOC-000288,OBJ-002245,Fort Greymoor,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,33630,Whiterun Stables,32149,Dawnstar ferry,122948,The Bannered Mare,inn,33630,Breezehome,city_home,33630,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000294,COORD-000294,LOC-000289,OBJ-002246,Fort Hraggstad,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,32791,Solitude carriage origin,48280,Icewater Jetty,39685,Four Shields Tavern,inn,32791,Proudspire Manor,city_home,48280,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000295,COORD-000295,LOC-000290,OBJ-002247,Fort Kastav,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,28948,Windhelm Stables,36230,Windhelm ferry,28948,Candlehearth Hall,inn,28948,Hjerim,city_home,28948,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000296,COORD-000296,LOC-000291,OBJ-002248,Fort Neugrad,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,riverwood_helgen_road,Riverwood,village,48397,Whiterun Stables,82544,Windhelm ferry,163074,Sleeping Giant Inn,inn,48397,Lakeview Manor,hearthfire_homestead,48472,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000297,COORD-000297,LOC-000292,OBJ-002249,Fort Snowhawk,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,18626,Solitude carriage origin,35869,Solitude ferry,35869,Moorside Inn,inn,18626,Myrwatch,ae_home,33744,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000298,COORD-000298,LOC-000293,OBJ-002250,Fort Sungard,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,33545,Whiterun Stables,91927,Solitude ferry,129348,Frostfruit Inn,inn,33545,Hendraheim,ae_home,9844,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000299,COORD-000299,LOC-000294,OBJ-002251,Froki's Shack,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,42134,Riften Stables,78015,Windhelm ferry,142698,Vilemyr Inn,inn,42134,Shadowfoot Sanctum,ae_home,74493,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,high_elevation_or_mountain,high_elevation_or_mountain | high_elevation_marker,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000300,COORD-000300,LOC-000295,OBJ-002252,Frostroot Cave,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,67708,Riften Stables,68491,Windhelm ferry,83223,Braidwood Inn,inn,67708,Nchuanthumz,ae_home,4366,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
